id;"Comp. Word";Frequency;"Grammatical Feature";Pronunciation;"English Translation";Position;Kanji;KanjiID
1156;可決;10089;"light-verb -suru attached";kaketu;approval;L;可;135
4801;可否;1188;"general noun";kahi;propriety;L;可;135
5875;可視;794;"general noun";kasi;visibility;L;可;135
6584;可動;618;"general noun";kadoo;mobile;L;可;135
9214;可燃;274;"general noun";kanen;inflammable;L;可;135
11009;可逆;166;"general noun";kagyaku;reversible;L;可;135
12408;可塑;114;"general noun";kaso;plastic;L;可;135
12779;可憐;103;"adjectival noun, na-adjective";karen;sweet;L;可;135
14877;可変;58;"adjectival noun, na-adjective";kahen;variable;L;可;135
19323;可変;16;"general noun";kahen;variable;L;可;135
21913;可聴;7;"adjectival noun, na-adjective";katyoo;audible;L;可;135
22886;可読;5;"adjectival noun, na-adjective";kadoku;readable;L;可;135
26268;可分;1;"general noun";kabun;divisible;L;可;135
1153;許可;10122;"light-verb -suru attached";kyoka;permission;R;可;135
2188;認可;4235;"light-verb -suru attached";ninka;approval;R;可;135
5806;不可;814;suffix;huka;wrong;R;可;135
8389;不可;354;"general noun";huka;wrong;R;可;135
18803;裁可;19;"light-verb -suru attached";saika;sanction;R;可;135
20491;印可;11;"light-verb -suru attached";inka;"dharma transmission";R;可;135
4393;何者;1394;"general noun";nanimono;who;L;何;137
4548;何事;1313;"general noun";nanigoto;what;L;何;137
8419;何人;350;"general noun";nanibito;everyone;L;何;137
12778;何処;103;pronoun;doko;where;L;何;137
13535;何時;84;pronoun;itu;when;L;何;137
16311;何分;39;"general noun";nanibun;some;L;何;137
17818;何様;25;"general noun";nanisama;"person of importance";L;何;137
18578;何頭;20;"general noun";nantoo;"how many?";L;何;137
20804;何方;10;"general noun";donata;who?;L;何;137
24167;何程;3;"general noun";nanihodo;"how much";L;何;137
25071;何某;2;"general noun";naniboo;"certain person";L;何;137
8340;幾何;359;"general noun";kika;geometry;R;何;137
16110;如何;42;"general noun";ika;how;R;何;137
23839;誰何;4;"light-verb -suru attached";suika;challenging;R;何;137
2848;花火;2884;"general noun";hanabi;fireworks;L;花;138
2947;花粉;2717;"general noun";kahun;pollen;L;花;138
4394;花束;1394;"general noun";hanataba;"bunch of flowers";L;花;138
4766;花道;1203;"general noun";hanamiti;"passage through audience to stage";L;花;138
5099;花見;1072;"light-verb -suru attached";hanami;"cherry blossom viewing";L;花;138
5607;花園;880;"general noun";hanazono;"flower garden";L;花;138
6983;花嫁;544;"general noun";hanayome;bride;L;花;138
7187;花形;515;"general noun";hanagata;"floral pattern";L;花;138
7630;花壇;447;"general noun";kadan;"flower bed";L;花;138
8949;花輪;298;"general noun";hanawa;wreath;L;花;138
9372;花月;261;"general noun";kagetu;"flowers and the moon";L;花;138
9807;花屋;231;"general noun";hanaya;florist;L;花;138
10203;花鳥;207;"general noun";katyoo;"flowers and birds";L;花;138
10522;花瓶;189;"general noun";kabin;vase;L;花;138
11312;花芽;153;"general noun";kaga;"flower bud";L;花;138
11512;花器;145;"general noun";kaki;"flower vase";L;花;138
11731;花畑;136;"general noun";hanabatake;"flower garden";L;花;138
11765;花弁;135;"general noun";kaben;petal;L;花;138
12034;花街;126;"general noun";hanamati;"red-light district";L;花;138
12822;花魁;102;"general noun";oiran;courtesan;L;花;138
13621;花柳;82;"general noun";karyuu;"red-light district";L;花;138
14338;花札;67;"general noun";hanahuda;hanafuda;L;花;138
14952;花婿;57;"general noun";hanamuko;bridegroom;L;花;138
15492;花色;49;"general noun";hanairo;"color of a flower";L;花;138
15882;花卉;44;"general noun";kaki;"flowering plants";L;花;138
16139;花台;41;"general noun";kadai;"stand for flower vase";L;花;138
16237;花笠;40;"general noun";hanagasa;"type of conical hat adorned with flowers";L;花;138
17096;花房;31;"general noun";hanabusa;calyx;L;花;138
17317;花茎;29;"general noun";kakei;"stem of flower";L;花;138
17683;花穂;26;"general noun";kasui;spike;L;花;138
17972;花代;24;"general noun";hanadai;"price of flowers";L;花;138
18441;花期;21;"general noun";kaki;"flowering season";L;花;138
19121;花梨;17;"general noun";karin;"Burmese rosewood";L;花;138
19325;花暦;16;"general noun";hanagoyomi;"flower calendar";L;花;138
19539;花冠;15;"general noun";kakan;corolla;L;花;138
19540;花筐;15;"general noun";hanagatami;"flower basket";L;花;138
19996;花押;13;"general noun";kaoo;signature;L;花;138
19997;花祭;13;"general noun";hanamaturi;"Buddha's birthday festival";L;花;138
20809;花実;10;"general noun";hanami;"flowers and fruit";L;花;138
20810;花氷;10;"general noun";hanagoori;"flowers surrounded by ice";L;花;138
21123;花守;9;"general noun";hanamori;"person who guards flowers";L;花;138
22370;花心;6;"general noun";kasin;"center of a flower";L;花;138
23483;花時;4;"general noun";hanadoki;"flowering season";L;花;138
23484;花車;4;"adjectival noun, na-adjective";kyasya;dainty;L;花;138
23485;花曇;4;"general noun";hanagumori;"hazy weather in spring";L;花;138
24178;花信;3;"general noun";kasin;"tidings of flowers";L;花;138
25079;花序;2;"general noun";kazyo;inflorescence;L;花;138
25080;花片;2;"general noun";kahen;petal;L;花;138
26281;花梗;1;"general noun";kakoo;"flower stalk";L;花;138
26282;花軸;1;"general noun";kaziku;rachis;L;花;138
3503;開花;2095;"light-verb -suru attached";kaika;"flowers budding";R;花;138
4758;献花;1209;"light-verb -suru attached";kenka;"flower offering";R;花;138
5150;桜花;1054;"general noun";ooka;"cherry blossom";R;花;138
6014;火花;757;"general noun";hibana;spark;R;花;138
6561;草花;623;"general noun";kusabana;flower;R;花;138
10911;菊花;170;"general noun";kikka;chrysanthemum;R;花;138
10975;生花;168;"general noun";seika;"flower arrangement";R;花;138
11601;尾花;142;"general noun";obana;"Japanese pampas grass";R;花;138
11624;綿花;141;"general noun";menka;"raw cotton";R;花;138
11880;紅花;131;"general noun";benibana;safflower;R;花;138
12613;造花;108;"general noun";zooka;"artificial flowers";R;花;138
13031;供花;96;"general noun";kyooka;"offering of flowers";R;花;138
13996;風花;74;"general noun";kazabana;"flurry of snow in a clear sky";R;花;138
14392;弄花;67;"general noun";rooka;"gambling with flower cards";R;花;138
14810;落花;60;"general noun";rakka;"falling petals";R;花;138
15475;雄花;50;"general noun";obana;"male flower";R;花;138
15778;百花;46;"general noun";hyakka;"all varieties of flowers";R;花;138
16376;名花;39;"general noun";meika;"celebrated flower";R;花;138
17560;一花;27;"general noun";hitohana;success;R;花;138
18157;国花;23;"general noun";kokka;"national flower";R;花;138
19456;徒花;16;"general noun";adabana;"non-fruit-bearing flower";R;花;138
20069;雌花;13;"general noun";mebana;"female flower";R;花;138
20385;挿花;12;"general noun";sooka;"flower arrangement";R;花;138
21204;残花;9;"general noun";zanka;"flower remaining in bloom";R;花;138
22130;切花;7;"general noun";kiribana;"cut flowers";R;花;138
22454;県花;6;"general noun";kenka;"prefectural flower";R;花;138
22482;香花;6;"general noun";koobana;"flowers and incense";R;花;138
23782;盛花;4;"general noun";moribana;"flower arrangement in a built-up style";R;花;138
24453;出花;3;"general noun";debana;"first brew of tea";R;花;138
24860;棉花;3;"general noun";menka;"raw cotton";R;花;138
27719;妖花;1;"general noun";yooka;"enchantingly beautiful flower";R;花;138
3497;果物;2101;"general noun";kudamono;fruit;L;果;141
4332;果敢;1425;"adjectival noun, na-adjective";kakan;resolute;L;果;141
5037;果実;1095;"general noun";kazitu;fruit;L;果;141
7027;果汁;537;"general noun";kazyuu;"fruit juice";L;果;141
7394;果樹;482;"general noun";kazyu;"fruit tree";L;果;141
10667;果肉;181;"general noun";kaniku;"flesh of fruit";L;果;141
11259;果菜;155;"general noun";kasai;"fruits and vegetables";L;果;141
12657;果断;106;"adjectival noun, na-adjective";kadan;decisive;L;果;141
13620;果敢;82;"general noun";kakan;resolute;L;果;141
14749;果糖;60;"general noun";katoo;fructose;L;果;141
15347;果皮;51;"general noun";kahi;pericarp;L;果;141
16797;果報;34;"general noun";kahoo;"good fortune";L;果;141
19748;果断;14;"general noun";kadan;decisive;L;果;141
59;結果;82621;"possible to use as an adverb";kekka;result;R;果;141
220;効果;40590;"general noun";kooka;effect;R;果;141
682;成果;17216;"general noun";seika;fruits;R;果;141
3476;因果;2121;"general noun";inga;"cause and effect";R;果;141
8750;青果;317;"general noun";seika;"and vegetables";R;果;141
10275;戦果;203;"general noun";senka;"military gains";R;果;141
12147;釣果;123;"general noun";tyooka;"a hooked fish";R;果;141
20988;摘果;10;"light-verb -suru attached";tekika;"thinning out superfluous fruit";R;果;141
21869;苹果;8;"general noun";ringo;apple;R;果;141
24188;核果;3;"general noun";kakka;drupe;R;果;141
25874;仏果;2;"general noun";bukka;Buddhahood;R;果;141
27089;善果;1;"general noun";zenka;"good results";R;果;141
180;科学;45302;"general noun";kagaku;science;L;科;144
3049;科目;2587;"general noun";kamoku;subject;L;科;144
15574;科挙;48;"general noun";kakyo;"Chinese higher civil service examinations";L;科;144
16399;科料;38;"general noun";karyoo;"minor fine";L;科;144
20508;科白;11;"general noun";serihu;speech;L;科;144
1492;文科;7199;"general noun";bunka;"literary course";R;科;144
2697;歯科;3123;"general noun";sika;dentistry;R;科;144
2903;学科;2783;"general noun";gakka;"study subject";R;科;144
2995;理科;2659;"general noun";rika;science;R;科;144
3172;分科;2422;"general noun";bunka;department;R;科;144
3387;教科;2218;"general noun";kyooka;subject;R;科;144
3458;外科;2155;"general noun";geka;surgery;R;科;144
3649;内科;1957;"general noun";naika;"internal medicine, i.e. treatment by medical procedures rather than surgical procedures";R;科;144
4421;産科;1382;"general noun";sanka;obstetrics;R;科;144
4553;法科;1311;"general noun";hooka;"law department or law school";R;科;144
4790;百科;1193;"general noun";hyakka;"many objects";R;科;144
4849;医科;1167;"general noun";ika;"medical science";R;科;144
5928;工科;782;"general noun";kooka;"engineering course";R;科;144
6221;眼科;702;"general noun";ganka;ophthalmology;R;科;144
9453;前科;255;"general noun";zenka;"previous conviction";R;科;144
11162;商科;159;"general noun";syooka;commerce;R;科;144
12145;専科;123;"general noun";senka;"specialized course";R;科;144
14254;全科;69;"general noun";zenka;"complete course";R;科;144
16127;予科;42;"general noun";yoka;"preparatory course";R;科;144
16373;本科;39;"general noun";honka;"regular course";R;科;144
17099;各科;31;"general noun";kakka;subject;R;科;144
21636;実科;8;"general noun";zikka;"practical course";R;科;144
22751;兵科;6;"general noun";heika;"branch of the army";R;科;144
23158;選科;5;"general noun";senka;"elective course or subject";R;科;144
2684;夏季;3156;"general noun";kaki;"summer season";L;夏;146
4925;夏場;1139;"general noun";natuba;summertime;L;夏;146
9554;夏物;247;"general noun";natumono;"summer goods";L;夏;146
10795;夏期;175;"general noun";kaki;"summer term";L;夏;146
11607;夏至;141;"general noun";gesi;"summer solstice";L;夏;146
11839;夏山;132;"general noun";natuyama;"summery mountain";L;夏;146
15491;夏服;49;"general noun";natuhuku;"summer clothing";L;夏;146
22367;夏眠;6;"light-verb -suru attached";kamin;estivation;L;夏;146
26271;夏作;1;"general noun";natusaku;"crops planted in summer";L;夏;146
1989;今夏;4853;"possible to use as an adverb";konka;"this summer";R;夏;146
4502;来夏;1340;"possible to use as an adverb";raika;"next summer";R;夏;146
4581;真夏;1303;"possible to use as an adverb";manatu;midsummer;R;夏;146
5918;初夏;784;"general noun";syoka;"early summer";R;夏;146
6732;冷夏;592;"general noun";reika;"cool summer";R;夏;146
13466;盛夏;86;"general noun";seika;midsummer;R;夏;146
13643;晩夏;82;"possible to use as an adverb";banka;"late summer";R;夏;146
14904;常夏;58;"general noun";tokonatu;"everlasting summer";R;夏;146
15408;立夏;51;"general noun";rikka;"first day of summer";R;夏;146
20356;消夏;12;"general noun";syooka;summering;R;夏;146
27230;仲夏;1;"general noun";tyuuka;midsummer;R;夏;146
129;家族;57371;"general noun";kazoku;family;L;家;147
466;家庭;23975;"general noun";katei;home;L;家;147
1625;家電;6420;"general noun";kaden;"consumer electronics";L;家;147
2304;家計;3965;"general noun";kakei;"household economy";L;家;147
2352;家裁;3850;"general noun";kasai;"family court";L;家;147
2425;家事;3694;"general noun";kazi;housework;L;家;147
2451;家宅;3657;"general noun";kataku;domicile;L;家;147
3018;家賃;2630;"general noun";yatin;rent;L;家;147
3214;家屋;2381;"general noun";kaoku;house;L;家;147
3400;家畜;2210;"general noun";katiku;"domestic animals";L;家;147
3404;家具;2207;"general noun";kagu;furniture;L;家;147
4042;家宝;1616;"general noun";kahoo;heirloom;L;家;147
5905;家出;786;"light-verb -suru attached";iede;"running away from home";L;家;147
6071;家元;741;"general noun";iemoto;"head of a school";L;家;147
7140;家業;521;"general noun";kagyoo;"family business";L;家;147
7168;家内;518;"general noun";kanai;wife;L;家;147
7448;家臣;474;"general noun";kasin;vassal;L;家;147
8086;家政;385;"general noun";kasei;"household economy";L;家;147
8114;家系;382;"general noun";kakei;"family lineage";L;家;147
8594;家々;332;"general noun";ieie;"every house or family";L;家;147
8785;家主;313;"general noun";yanusi;landlord;L;家;147
9193;家人;276;"general noun";kazin;"the family";L;家;147
9447;家路;255;"general noun";iezi;"the road home";L;家;147
10099;家長;213;"general noun";katyoo;patriarch;L;家;147
10575;家中;186;"possible to use as an adverb";iezyuu;"whole family";L;家;147
10839;家財;173;"general noun";kazai;"household belongings";L;家;147
11561;家集;143;"general noun";kasyuu;"poet's poetical works";L;家;147
12219;家柄;120;"general noun";iegara;parentage;L;家;147
12409;家禽;114;"general noun";kakin;poultry;L;家;147
12574;家来;109;"general noun";kerai;retainer;L;家;147
13203;家中;92;"general noun";katyuu;"whole family";L;家;147
13879;家紋;76;"general noun";kamon;"family crest";L;家;147
14451;家訓;65;"general noun";kakun;"family precepts";L;家;147
15573;家督;48;"general noun";katoku;"family headship";L;家;147
15726;家名;46;"general noun";kamei;"family name";L;家;147
16693;家父;35;"general noun";kahu;"one's father";L;家;147
16889;家風;33;"general noun";kahuu;"family tradition";L;家;147
17094;家伝;31;"general noun";kaden;"family tradition";L;家;147
18921;家筋;18;"general noun";iesuzi;lineage;L;家;147
20249;家憲;12;"general noun";kaken;"family constitution";L;家;147
20807;家郷;10;"general noun";kakyoo;"one's homeland";L;家;147
21121;家門;9;"general noun";kamon;"one's family";L;家;147
21509;家家;8;"general noun";ieie;"every house or family";L;家;147
21510;家産;8;"general noun";kasan;"family property";L;家;147
21511;家相;8;"general noun";kasoo;"construction of a house";L;家;147
21512;家法;8;"general noun";kahoo;"family code";L;家;147
21914;家運;7;"general noun";kaun;"family fortunes";L;家;147
21915;家蔵;7;"light-verb -suru attached";kazoo;"household possessions";L;家;147
22368;家格;6;"general noun";kakaku;"family status";L;家;147
23474;家居;4;"light-verb -suru attached";kakyo;"staying at home";L;家;147
23475;家作;4;"general noun";kasaku;"making house";L;家;147
23476;家並;4;"general noun";yanami;"row of houses";L;家;147
24170;家職;3;"general noun";kasyoku;"one's trade or profession";L;家;147
24171;家令;3;"general noun";karei;steward;L;家;147
25073;家学;2;"general noun";kagaku;"hereditary learning";L;家;147
25074;家僕;2;"general noun";kaboku;houseboy;L;家;147
26274;家鴨;1;"general noun";ahiru;"domestic duck";L;家;147
26275;家君;1;"general noun";kakun;"head of the house";L;家;147
212;国家;41269;"general noun";kokka;state;R;家;147
393;作家;27150;"general noun";sakka;author;R;家;147
1259;農家;8926;"general noun";nooka;farmer;R;家;147
1672;一家;6195;"general noun";ikka;"a house";R;家;147
1870;画家;5356;"general noun";gaka;painter;R;家;147
2051;実家;4628;"general noun";zikka;home;R;家;147
2443;民家;3671;"general noun";minka;"private house";R;家;147
3684;大家;1928;"general noun";ooya;landlord;R;家;147
3915;書家;1723;"general noun";syoka;calligrapher;R;家;147
6237;本家;699;"general noun";honke;"head house";R;家;147
7233;生家;508;"general noun";seika;home;R;家;147
7459;出家;473;"light-verb -suru attached";syukke;"entering the priesthood";R;家;147
7465;隣家;472;"general noun";rinka;"neighbouring house";R;家;147
7734;史家;432;"general noun";sika;historian;R;家;147
7742;自家;431;"general noun";zika;own;R;家;147
8187;借家;374;"general noun";syakuya;"house for rent";R;家;147
8336;武家;360;"general noun";buke;samurai;R;家;147
8683;王家;323;"general noun";ooke;"royal family";R;家;147
8875;宗家;305;"general noun";sooke;"head of family";R;家;147
9083;平家;286;"general noun";heike;family;R;家;147
9305;宮家;266;"general noun";miyake;"house of a prince of the blood";R;家;147
10112;噺家;213;"general noun";hanasika;storyteller;R;家;147
10180;旧家;208;"general noun";kyuuka;"old family";R;家;147
10224;公家;206;"general noun";kuge;"Imperial Court";R;家;147
10547;檀家;188;"general noun";danka;"family which supports a temple";R;家;147
11145;伝家;160;"general noun";denka;heirloom;R;家;147
11192;商家;158;"general noun";syooka;"mercantile house";R;家;147
11619;町家;141;"general noun";matiya;townhouse;R;家;147
11685;人家;138;"general noun";zinka;house;R;家;147
11783;廃家;135;"general noun";haika;"deserted house";R;家;147
12273;貸家;119;"general noun";kasiya;"house for rent";R;家;147
12538;両家;111;"general noun";ryooke;"both families";R;家;147
12767;名家;104;"general noun";meika;"distinguished family";R;家;147
13145;分家;94;"light-verb -suru attached";bunke;"branch family";R;家;147
13216;在家;92;"general noun";zaike;laity;R;家;147
14381;同家;67;"general noun";dooke;"the said family";R;家;147
16340;上家;39;"general noun";uwaya;"storage shed";R;家;147
16589;我家;36;"general noun";wagaya;"one's house";R;家;147
16939;他家;33;"general noun";take;"another family";R;家;147
17017;山家;32;"general noun";yamaga;"mountain villa";R;家;147
17428;良家;29;"general noun";ryooke;"good family";R;家;147
17472;婚家;28;"general noun";konka;"one's in-laws";R;家;147
18005;後家;24;"general noun";goke;widow;R;家;147
18173;酒家;23;"general noun";syuka;"wine shop";R;家;147
19193;主家;17;"general noun";syuka;"employer's house";R;家;147
19832;諸家;14;"general noun";syoka;"various families";R;家;147
20013;貴家;13;"general noun";kika;"your home";R;家;147
20080;儒家;13;"general noun";zyuka;Confucianist;R;家;147
20788;医家;10;"general noun";ika;doctor;R;家;147
21208;私家;9;"general noun";sika;"private house";R;家;147
21338;道家;9;"general noun";dooka;"a Taoist";R;家;147
21509;家家;8;"general noun";ieie;"every house or family";R;家;147
21834;養家;8;"general noun";yooka;"adoptive family";R;家;147
21985;空家;7;"general noun";akiya;"vacant house";R;家;147
22062;社家;7;"general noun";syake;"family of Shinto priests serving a shrine on a hereditary basis";R;家;147
22192;当家;7;"general noun";tooke;"this family";R;家;147
22551;娼家;6;"general noun";syooka;brothel;R;家;147
23306;別家;5;"light-verb -suru attached";bekke;"branch family";R;家;147
23320;法家;5;"general noun";hooka;lawyer;R;家;147
23864;朝家;4;"general noun";tyooka;"the imperial family or household";R;家;147
24404;持家;3;"general noun";motiie;house;R;家;147
25048;縁家;2;"general noun";enka;"related family";R;家;147
25573;絶家;2;"light-verb -suru attached";zekke;"extinct family";R;家;147
25919;邦家;2;"general noun";hooka;"one's country";R;家;147
27064;摂家;1;"general noun";sekke;"regents and advisers";R;家;147
27112;喪家;1;"general noun";sooka;homeless;R;家;147
27844;咄家;1;"general noun";hanasika;storyteller;R;家;147
168;過去;46813;"possible to use as an adverb";kako;"the past";L;過;153
1301;過程;8599;"general noun";katei;process;L;過;153
1629;過剰;6390;"adjectival noun, na-adjective";kazyoo;excess;L;過;153
1871;過激;5351;"general noun";kageki;extreme;L;過;153
2101;過失;4472;"general noun";kasitu;error;L;過;153
3413;過熱;2197;"light-verb -suru attached";kanetu;superheating;L;過;153
3530;過酷;2077;"adjectival noun, na-adjective";kakoku;rigour;L;過;153
3704;過度;1909;"adjectival noun, na-adjective";kado;excess;L;過;153
4037;過労;1622;"general noun";karoo;overwork;L;過;153
4202;過激;1517;"adjectival noun, na-adjective";kageki;extreme;L;過;153
4247;過大;1487;"adjectival noun, na-adjective";kadai;excessive;L;過;153
4477;過疎;1354;"general noun";kaso;depopulation;L;過;153
6574;過小;620;"adjectival noun, na-adjective";kasyoo;"too small";L;過;153
6639;過密;608;"adjectival noun, na-adjective";kamitu;overcrowding;L;過;153
6833;過誤;571;"general noun";kago;mistake;L;過;153
7263;過敏;504;"adjectival noun, na-adjective";kabin;nervousness;L;過;153
7300;過少;497;"adjectival noun, na-adjective";kasyoo;"too few";L;過;153
7341;過言;491;"general noun";kagon;exaggeration;L;過;153
7382;過信;484;"light-verb -suru attached";kasin;"trusting too much";L;過;153
7585;過重;453;"adjectival noun, na-adjective";kazyuu;overweight;L;過;153
7586;過疎;453;"adjectival noun, na-adjective";kaso;depopulation;L;過;153
8444;過食;348;"light-verb -suru attached";kasyoku;overeating;L;過;153
9259;過料;270;"general noun";karyoo;"correctional fine";L;過;153
10204;過当;207;"general noun";katoo;excessive;L;過;153
10884;過多;171;"general noun";kata;excess;L;過;153
11048;過敏;164;"general noun";kabin;nervousness;L;過;153
11942;過半;129;"general noun";kahan;"the greater part";L;過;153
12343;過日;116;"possible to use as an adverb";kazitu;recently;L;過;153
13356;過渡;88;"general noun";kato;crossing;L;過;153
13446;過怠;86;"general noun";katai;negligence;L;過;153
14398;過多;66;"adjectival noun, na-adjective";kata;excess;L;過;153
15727;過大;46;"general noun";kadai;excessive;L;過;153
16140;過当;41;"adjectival noun, na-adjective";katoo;excessive;L;過;153
16313;過分;39;"adjectival noun, na-adjective";kabun;excessive;L;過;153
16400;過密;38;"general noun";kamitu;overcrowding;L;過;153
17441;過分;28;"general noun";kabun;excessive;L;過;153
17819;過重;25;"general noun";kazyuu;overweight;L;過;153
18749;過客;19;"general noun";kakaku;traveller;L;過;153
18750;過小;19;"general noun";kasyoo;"too small";L;過;153
18926;過少;18;"general noun";kasyoo;"too few";L;過;153
26287;過般;1;"possible to use as an adverb";kahan;"some time ago";L;過;153
26288;過払;1;"general noun";kabarai;over-payment;L;過;153
1175;通過;9800;"light-verb -suru attached";tuuka;"passage through";R;過;153
1467;経過;7402;"light-verb -suru attached";keika;passage;R;過;153
2700;超過;3119;"light-verb -suru attached";tyooka;excess;R;過;153
7576;一過;455;"general noun";ikka;"passing away";R;過;153
7884;看過;412;"light-verb -suru attached";kanka;connivance;R;過;153
11147;透過;160;"light-verb -suru attached";tooka;penetration;R;過;153
15388;大過;51;"general noun";taika;"serious error";R;過;153
18911;濾過;19;"light-verb -suru attached";roka;filtration;R;過;153
19496;黙過;16;"light-verb -suru attached";mokka;"tacit approval";R;過;153
22497;擦過;6;"general noun";sakka;abrasion;R;過;153
26634;功過;1;"general noun";kooka;"merits and demerits";R;過;153
26712;罪過;1;"general noun";zaika;offence;R;過;153
6195;靴下;708;"general noun";kutusita;socks;L;靴;157
15425;靴箱;50;"general noun";kutubako;"shoe box";L;靴;157
18305;靴音;22;"general noun";kutuoto;"walking sound";L;靴;157
8944;長靴;299;"general noun";nagagutu;"leather boots";R;靴;157
12467;革靴;112;"general noun";kawagutu;"leather shoes";R;靴;157
14503;軍靴;64;"general noun";gunka;"military shoes";R;靴;157
19859;製靴;14;"general noun";seika;shoe-making;R;靴;157
20917;上靴;10;"general noun";uwagutu;"hallway slippers";R;靴;157
23194;短靴;5;"general noun";tangutu;shoes;R;靴;157
23356;木靴;5;"general noun";kigutu;"wooden shoes";R;靴;157
1327;歌手;8382;"general noun";kasyu;singer;L;歌;159
2534;歌集;3469;"general noun";kasyuu;anthology;L;歌;159
2666;歌人;3193;"general noun";kazin;poet;L;歌;159
3895;歌詞;1741;"general noun";kasi;"song lyrics";L;歌;159
4262;歌声;1476;"general noun";utagoe;"singing voice";L;歌;159
4992;歌謡;1113;"general noun";kayoo;song;L;歌;159
5197;歌曲;1035;"general noun";kakyoku;melody;L;歌;159
5499;歌劇;914;"general noun";kageki;opera;L;歌;159
5507;歌唱;912;"light-verb -suru attached";kasyoo;song;L;歌;159
7504;歌壇;465;"general noun";kadan;"poetry circles";L;歌;159
9121;歌姫;282;"general noun";utahime;songstress;L;歌;159
9824;歌会;230;"general noun";kakai;"poetry party or competition";L;歌;159
11384;歌碑;150;"general noun";kahi;"tanka inscription";L;歌;159
13109;歌枕;94;"general noun";utamakura;"oft-repeated descriptive epithets in poetry";L;歌;159
13163;歌舞;93;"light-verb -suru attached";kabu;"singing and dancing";L;歌;159
15881;歌心;44;"general noun";utagokoro;"poetic sentiment";L;歌;159
16312;歌仙;39;"general noun";kasen;"great poet";L;歌;159
18128;歌道;23;"general noun";kadoo;versification;L;歌;159
18922;歌論;18;"general noun";karon;"essay on tanka poetry";L;歌;159
19120;歌合;17;"general noun";utaawase;"poetry contest";L;歌;159
20808;歌書;10;"general noun";kasyo;"book of poems";L;歌;159
23477;歌稿;4;"general noun";kakoo;"manuscript of poem";L;歌;159
25076;歌学;2;"general noun";kagaku;poetry;L;歌;159
2151;短歌;4317;"general noun";tanka;tanka;R;歌;159
3438;演歌;2172;"general noun";enka;enka;R;歌;159
4577;国歌;1304;"general noun";kokka;"national anthem";R;歌;159
5384;詩歌;958;"general noun";sika;poetry;R;歌;159
5765;和歌;824;"general noun";waka;waka;R;歌;159
7238;哀歌;507;"general noun";aika;lament;R;歌;159
7931;校歌;406;"general noun";kooka;"school song";R;歌;159
8636;唱歌;328;"general noun";syooka;singing;R;歌;159
9217;賛歌;274;"general noun";sanka;"song of praise";R;歌;159
9822;謳歌;231;"light-verb -suru attached";ooka;rejoicing;R;歌;159
10877;挽歌;172;"general noun";banka;elegy;R;歌;159
11134;讃歌;160;"general noun";sanka;"song of praise";R;歌;159
11365;軍歌;151;"general noun";gunka;"war song";R;歌;159
11859;聖歌;132;"general noun";seika;hymn;R;歌;159
12154;牧歌;123;"general noun";bokka;"pastoral song or poem";R;歌;159
12406;恋歌;115;"general noun";renka;"love song";R;歌;159
12466;連歌;113;"general noun";renga;"early Japanese poetry form";R;歌;159
12626;鼻歌;108;"general noun";hanauta;humming;R;歌;159
12942;作歌;99;"light-verb -suru attached";sakka;"writing songs or poems";R;歌;159
13547;狂歌;84;"general noun";kyooka;tanka;R;歌;159
15536;長歌;49;"general noun";nagauta;"traditional Japanese poem with verses of five and seven morae repeated at least three times, usu. ending with a verse of seven";R;歌;159
15694;悲歌;47;"general noun";hika;elegy;R;歌;159
15884;凱歌;44;"general noun";gaika;"victory song";R;歌;159
16164;秀歌;41;"general noun";syuuka;"splendid tanka or waka";R;歌;159
16342;情歌;39;"general noun";zyooka;"love song";R;歌;159
16980;寮歌;33;"general noun";ryooka;"dormitory song";R;歌;159
17533;本歌;28;"general noun";motouta;"original verse poem";R;歌;159
17607;舟歌;27;"general noun";hunauta;"sailor's song";R;歌;159
17657;返歌;27;"general noun";henka;"ode in reply";R;歌;159
17749;地歌;26;"general noun";ziuta;"folk song";R;歌;159
18373;選歌;22;"light-verb -suru attached";senka;"selection of poems";R;歌;159
19609;小歌;15;"general noun";kouta;"Heian era court lady's song";R;歌;159
21359;反歌;9;"general noun";hanka;"tanka appendage to a long poem";R;歌;159
22198;童歌;7;"general noun";warabeuta;"children's song";R;歌;159
22615;船歌;6;"general noun";hunauta;"sailor's song";R;歌;159
23165;組歌;5;"general noun";kumiuta;"var. of folksong";R;歌;159
23862;弔歌;4;"general noun";tyooka;elegy;R;歌;159
24112;讚歌;4;"general noun";sanka;"song of praise";R;歌;159
24141;詠歌;3;"general noun";eika;poem;R;歌;159
25910;放歌;2;"light-verb -suru attached";hooka;"loud singing";R;歌;159
26058;類歌;2;"general noun";ruika;"similar song";R;歌;159
26086;倭歌;2;"general noun";yamatouta;"Japanese poem";R;歌;159
26584;絃歌;1;"general noun";genka;music;R;歌;159
26718;雑歌;1;"general noun";zooka;"miscellaneous poems";R;歌;159
27344;道歌;1;"general noun";dooka;"moral poem";R;歌;159
1442;画面;7582;"general noun";gamen;"terminal screen";L;画;167
1870;画家;5356;"general noun";gaka;painter;L;画;167
1969;画像;4924;"general noun";gazoo;image;L;画;167
3107;画廊;2514;"general noun";garoo;"art gallery";L;画;167
5760;画定;825;"light-verb -suru attached";kakutei;demarcation;L;画;167
7028;画一;537;"general noun";kakuitu;uniformity;L;画;167
